,submission_id,submission_state,education,employment_status,financial_situation,percentage,does_home_shows_severe_deficit_of_electricity,age,geography,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_there_teachers_at_scheduled_class_hours,are_children_attending_face_to_face_classes,are_children_being_teached_by_unqualified_people,gender,does_home_shows_severe_deficit_of_internet,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,do_children_3_to_17_yrs_miss_class_or_in_lower_grade
922,4857994318970880,Distrito Federal,4,I am a student,Midium_situation,0.9,0,16 to 25 years old,City center or metropolitan area,No,1,1,There are not enough,0,0,Male,0,1,1,1,1
923,6351295610093568,Bolívar,8,I am a student,Midium_situation,0.96,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,1,Male,0,0,0,1,1
924,4996239870656512,Bolívar,8,I am a student,Midium_situation,0.96,0,16 to 25 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,1,0
925,6573392462610432,Bolívar,9,"I work part-time, either as an employee or self-employed",Bad_situation,0.96,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are not enough,1,0,Female,0,1,1,1,1
926,6318278552322048,Bolívar,7,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Male,0,1,1,1,0
927,5861359026962432,Bolívar,9,"I work full-time, either as an employee or self-employed",Better_situation,0.96,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Male,0,1,1,1,0
928,5649127630438400,Bolívar,4,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.96,0,26 to 35 years old,Rural,No,0,0,There are enough,0,0,Female,0,1,1,1,1
929,6384318539890688,Bolívar,5,"I do housework, fulfilling domestic tasks, looking after children",Bad_situation,0.96,0,26 to 35 years old,Rural,No,1,0,Irregularly,1,0,Female,0,1,1,1,0
930,6658978259140608,Yaracuy,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.99,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,1,0,Female,0,1,1,1,0
931,6627165788700672,Vargas,6,"I work full-time, either as an employee or self-employed",Bad_situation,0.9340446876424989,0,Over 45 years old,Suburban/Peri-urban,No,0,1,There are not enough,0,1,Male,0,0,1,1,1
932,5716541235789824,Vargas,7,"I work part-time, either as an employee or self-employed",Good_situation,0.9340446876424989,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,0,1,1,1,0
933,6116933455052800,Bolívar,10,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,0,1,1,0
934,5533991116734464,Distrito Federal,5,None of the above,Good_situation,0.9,0,26 to 35 years old,Rural,No,0,1,Irregularly,0,0,Female,0,0,1,1,0
935,5858651251408896,Distrito Federal,7,"I work part-time, either as an employee or self-employed",Good_situation,0.9,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Female,0,0,1,1,0
936,5053373673111552,Distrito Federal,9,"I work full-time, either as an employee or self-employed",Better_situation,0.9,0,36 to 45 years old,Rural,No,0,0,Irregularly,0,0,Female,0,0,1,0,0
937,4972249038979072,Distrito Federal,9,"I work part-time, either as an employee or self-employed",Better_situation,0.9,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Female,0,0,0,1,0
938,5843625979412480,Distrito Federal,10,"I work full-time, either as an employee or self-employed",Good_situation,0.9,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,0,0,0
939,5137827225665536,Distrito Federal,9,"I work part-time, either as an employee or self-employed",Better_situation,0.9,0,36 to 45 years old,Suburban/Peri-urban,No,1,0,Irregularly,1,0,Female,0,0,1,1,0
940,6386623125389312,Distrito Federal,5,"I work part-time, either as an employee or self-employed",Better_situation,0.9,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,1,1
941,4818358766927872,Distrito Federal,8,I am a student and I work part-time,Midium_situation,0.9,0,16 to 25 years old,City center or metropolitan area,2 days,1,0,There are not enough,1,1,Female,0,1,1,0,0
942,6513400694964224,Distrito Federal,5,"I work part-time, either as an employee or self-employed",Bad_situation,0.9,1,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Male,0,0,0,0,1
943,6557518716469248,Distrito Federal,9,"I work full-time, either as an employee or self-employed",Good_situation,0.9,1,26 to 35 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,0,0,1,1,1
944,4879392735232000,Distrito Federal,9,"I work full-time, either as an employee or self-employed",Good_situation,0.9,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,0,1,1,1,0
945,4591677112320000,Distrito Federal,9,"I work full-time, either as an employee or self-employed",Better_situation,0.9,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,0,1,1,0
946,4613186568585216,Distrito Federal,7,"I work part-time, either as an employee or self-employed",Better_situation,0.9,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,1,0,Male,0,1,1,0,0
947,5399973691916288,Distrito Federal,5,I am a student,Midium_situation,0.9,0,Over 45 years old,Rural,No,0,0,Irregularly,0,0,Female,0,1,1,0,0
948,6170154911399936,Apure,2,I am unemployed,Midium_situation,0.96,0,16 to 25 years old,Suburban/Peri-urban,No,1,0,There are enough,1,1,Male,0,1,1,0,1
949,6686966497411072,Apure,5,I am a student,Bad_situation,0.96,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Male,0,1,1,0,0
950,6004266279108608,Apure,10,"I work part-time, either as an employee or self-employed",Good_situation,0.96,0,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,1,0,Male,0,1,1,0,0
951,6057492919615488,Apure,8,I am a student and I work part-time,Better_situation,0.96,0,26 to 35 years old,Rural,No,0,0,There are not enough,0,0,Male,0,0,0,1,0
952,6662657972371456,Miranda,8,I am unemployed,Better_situation,0.88,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,1,0,Female,0,1,1,1,0
953,5709919553847296,Miranda,7,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Female,0,0,0,0,0
954,5169403019919360,Miranda,9,"I work part-time, either as an employee or self-employed",Good_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,0,0
955,4563233599127552,Bolívar,9,"I work part-time, either as an employee or self-employed",Bad_situation,0.96,0,26 to 35 years old,Rural,No,0,0,There are enough,0,0,Female,0,1,1,0,0
956,4752598237446144,Bolívar,8,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.96,0,26 to 35 years old,City center or metropolitan area,No,1,0,There are enough,0,0,Female,0,1,1,1,0
957,4910512172433408,Bolívar,7,I am a student and I work part-time,Good_situation,0.96,0,16 to 25 years old,Rural,No,0,0,Irregularly,0,0,Female,0,1,1,1,0
958,6361135430500352,Bolívar,9,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.96,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,1,0
959,6605069306036224,Bolívar,8,I am a student,Midium_situation,0.96,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,1,0,Female,0,1,1,0,0
960,5871027870760960,Zulia,7,I am unemployed,Midium_situation,0.96,0,26 to 35 years old,Rural,No,0,0,Irregularly,0,0,Female,0,1,1,0,0
961,5385813654503424,Zulia,8,None of the above,Good_situation,0.96,0,26 to 35 years old,Rural,No,0,0,There are enough,0,0,Female,0,1,1,1,1
962,6585638739771392,Nueva Esparta,7,"I work part-time, either as an employee or self-employed",Bad_situation,0.93,1,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Female,0,1,1,0,0
963,5563521365704704,Zulia,5,I am a student,Midium_situation,0.96,0,16 to 25 years old,Rural,No,1,0,There are enough,0,0,Female,0,1,1,1,0
964,6205830084165632,Zulia,7,"I work part-time, either as an employee or self-employed",Bad_situation,0.96,0,36 to 45 years old,Rural,No,1,1,Irregularly,0,1,Male,0,0,0,1,0
965,4811298293678080,Zulia,7,"I work full-time, either as an employee or self-employed",Midium_situation,0.96,0,36 to 45 years old,Rural,No,0,0,There are enough,0,0,Female,0,1,1,1,0
966,5893753146703872,Zulia,7,I am a student and I work part-time,Good_situation,0.96,0,16 to 25 years old,Suburban/Peri-urban,No,1,1,Irregularly,0,1,Female,0,1,1,1,0
967,5684287121915904,Zulia,5,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,0,26 to 35 years old,Rural,No,0,0,There are not enough,0,0,Male,0,1,1,1,0
968,5053160938012672,Zulia,1,I am a student,Good_situation,0.96,1,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Prefer not to answer,0,0,0,0,0
969,5708045874364416,Zulia,9,"I work full-time, either as an employee or self-employed",Bad_situation,0.96,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,0,1,1,0,0
970,6272182849372160,Zulia,10,"I work full-time, either as an employee or self-employed",Good_situation,0.96,0,36 to 45 years old,City center or metropolitan area,Every day,0,0,Irregularly,0,1,Male,0,0,1,0,1
971,5683347866255360,Zulia,9,"I work part-time, either as an employee or self-employed",Better_situation,0.96,1,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Female,0,0,0,1,1
972,5187065938706432,Zulia,9,"I work full-time, either as an employee or self-employed",Midium_situation,0.96,0,26 to 35 years old,Suburban/Peri-urban,No,1,0,There are not enough,0,0,Female,0,0,0,1,1
973,6138757140185088,Vargas,10,"I work part-time, either as an employee or self-employed",Better_situation,0.9340446876424989,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Female,0,0,0,0,0
974,5188790703620096,Vargas,10,"I work full-time, either as an employee or self-employed",Good_situation,0.9340446876424989,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,1,0
975,4914123652726784,Zulia,7,I am unemployed,Better_situation,0.96,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,1,0
976,5159035438628864,Vargas,1,I am a student,Midium_situation,0.9340446876424989,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,0,1,1,1,0
977,5738315159699456,Zulia,9,"I work full-time, either as an employee or self-employed",Good_situation,0.96,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,0,0,1,1,0
978,6444373423423488,Zulia,7,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.96,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Female,0,1,1,1,0
979,5477278422401024,Vargas,5,"I work part-time, either as an employee or self-employed",Midium_situation,0.9340446876424989,0,36 to 45 years old,City center or metropolitan area,Every day,0,0,Irregularly,0,0,Female,0,1,1,1,0
980,5354264317919232,Zulia,5,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,0,Over 45 years old,Rural,No,0,0,Irregularly,0,0,Male,0,0,0,0,0
981,5735939740794880,Zulia,10,I am retired,Midium_situation,0.96,1,Over 45 years old,City center or metropolitan area,No,1,0,Irregularly,0,0,Female,0,0,0,1,0
982,4729897456238592,Zulia,7,I am unemployed,Bad_situation,0.96,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,1,0,Male,0,0,1,0,1
983,6552202637475840,Zulia,9,I am unemployed,Good_situation,0.96,0,Over 45 years old,City center or metropolitan area,No,0,1,There are enough,1,0,Female,0,0,1,1,0
984,6107337306931200,Zulia,6,I am retired,Better_situation,0.96,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,1,0
985,5221985566326784,Vargas,6,"I do housework, fulfilling domestic tasks, looking after children",Bad_situation,0.9340446876424989,0,36 to 45 years old,Rural,No,0,0,There are enough,0,0,Female,0,0,1,1,0
986,5262771783729152,Zulia,10,"I work full-time, either as an employee or self-employed",Midium_situation,0.96,0,36 to 45 years old,City center or metropolitan area,No,1,0,Irregularly,0,0,Female,0,0,0,1,0
987,5626572693569536,Vargas,8,"I work full-time, either as an employee or self-employed",Midium_situation,0.9340446876424989,0,16 to 25 years old,Rural,No,0,0,There are not enough,0,1,Male,0,0,0,0,0
988,4619013295702016,Zulia,9,I am unemployed,Better_situation,0.96,0,Over 45 years old,City center or metropolitan area,3 days,0,0,Irregularly,0,0,Male,0,1,1,1,0
989,6666499367632896,Zulia,9,"I work part-time, either as an employee or self-employed",Better_situation,0.96,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,1,0
990,4771049567944704,Zulia,7,I am unemployed,Bad_situation,0.96,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,0,0
991,5199681197178880,Zulia,9,I am retired,Midium_situation,0.96,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,0,0
992,6438157028687872,Vargas,4,I am a student,Good_situation,0.9340446876424989,0,Over 45 years old,Rural,No,0,1,There are not enough,0,0,Female,0,0,1,0,0
993,5956570935721984,Falcón,9,"I work full-time, either as an employee or self-employed",Better_situation,0.97,0,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,1,0,1,0
994,5588024472895488,Falcón,5,"I work full-time, either as an employee or self-employed",Better_situation,0.97,0,Over 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Female,0,0,1,1,0
995,6133723170078720,Falcón,10,"I work full-time, either as an employee or self-employed",Midium_situation,0.97,0,Over 45 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Male,0,1,1,0,0
996,5772165977997312,Falcón,9,"I work part-time, either as an employee or self-employed",Good_situation,0.97,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,0,1,1,0
997,4562738084052992,Falcón,9,"I work part-time, either as an employee or self-employed",Good_situation,0.97,0,36 to 45 years old,Rural,Every day,0,0,Irregularly,1,0,Female,0,0,1,1,0
998,5023583712837632,Falcón,5,"I work part-time, either as an employee or self-employed",Bad_situation,0.97,0,26 to 35 years old,Rural,No,1,0,Irregularly,0,0,Male,0,0,0,1,0
999,6361011430096896,Falcón,9,"I work full-time, either as an employee or self-employed",Better_situation,0.97,0,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Female,0,0,1,1,0
1000,4878392544722944,Falcón,6,"I do housework, fulfilling domestic tasks, looking after children",Bad_situation,0.97,0,36 to 45 years old,City center or metropolitan area,No,1,0,There are enough,0,0,Female,0,0,1,1,0
1001,5950893056065536,Falcón,3,"I work part-time, either as an employee or self-employed",Bad_situation,0.97,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Female,0,0,0,1,0
1002,6394375121928192,Falcón,5,I am a student,Bad_situation,0.97,0,16 to 25 years old,Rural,No,0,0,There are not enough,0,0,Male,0,0,1,0,0
1003,5972706372878336,Falcón,6,I am a student,Good_situation,0.97,0,16 to 25 years old,Rural,No,1,1,Irregularly,0,0,Female,0,1,1,1,0
1004,4824959645122560,Falcón,9,"I work full-time, either as an employee or self-employed",Better_situation,0.97,0,36 to 45 years old,Rural,No,0,0,Irregularly,0,0,Female,0,1,1,0,0
1005,5041790867734528,Falcón,5,I am a student,Midium_situation,0.97,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,0,1,1,0,0
1006,4637646256340992,Falcón,5,I am a student,Bad_situation,0.97,0,16 to 25 years old,City center or metropolitan area,No,0,1,There are not enough,0,0,Male,0,0,1,1,1
1007,5819994935132160,Sucre,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.98,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Female,0,0,1,0,0
1008,6097478041731072,Sucre,6,I am a student and I work part-time,Midium_situation,0.98,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Male,0,1,1,0,0
1009,6168833856634880,Sucre,5,I am a student,Bad_situation,0.98,0,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,1,1,1,0
1010,4637912896634880,Sucre,9,I am a student,Midium_situation,0.98,0,16 to 25 years old,Suburban/Peri-urban,No,1,1,Irregularly,0,1,Male,0,0,1,1,0
1011,6600442770620416,Sucre,9,None of the above,Midium_situation,0.98,0,26 to 35 years old,Rural,No,0,0,There are enough,0,0,Female,0,0,1,0,0
1012,4935019373264896,Sucre,9,"I work part-time, either as an employee or self-employed",Better_situation,0.98,0,26 to 35 years old,City center or metropolitan area,3 days,0,0,Irregularly,0,0,Male,0,1,1,1,0
1013,4534279869825024,Zulia,7,"I work full-time, either as an employee or self-employed",Good_situation,0.96,0,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Male,0,0,0,0,0
1014,6369144068112384,Miranda,8,"I do housework, fulfilling domestic tasks, looking after children",Good_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,1,0
