,submission_id,submission_state,education,employment_status,percentage,financial_situation,age,are_children_attending_face_to_face_classes,does_home_shows_severe_deficit_of_electricity,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_children_who_stopped_enrolling_in_primary_education,geography,are_there_teachers_at_scheduled_class_hours,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_being_teached_by_unqualified_people,gender,does_home_shows_severe_deficit_of_internet,do_children_have_internet_connection,do_school_and_the_teachers_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,do_children_3_to_17_yrs_miss_class_or_in_lower_grade
1603,6504377102893056,Aragua,9,"I work full-time, either as an employee or self-employed",0.96,Bad_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,0,0,0,1,0
1604,5881006824620032,Aragua,5,I am a student,0.96,Better_situation,16 to 25 years old,0,0,No,0,Rural,There are not enough,0,0,Female,0,0,1,0,0
1607,5274671594602496,Yaracuy,5,"I work part-time, either as an employee or self-employed",0.99,Midium_situation,36 to 45 years old,0,0,No,1,Suburban/Peri-urban,Irregularly,0,0,Male,0,1,1,0,0
1610,5794200418516992,Yaracuy,9,"I work part-time, either as an employee or self-employed",0.99,Midium_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are enough,0,0,Female,0,1,1,0,0
1611,6559234572681216,Yaracuy,9,I am unemployed,0.99,Better_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,0,1,1,1,0
1613,5789178813218816,Yaracuy,10,"I work full-time, either as an employee or self-employed",0.99,Better_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,1,Female,0,1,0,1,0
1614,5318464624656384,Aragua,5,I am unemployed,0.96,Bad_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,0,1,1,0,0
1615,6020049478615040,Aragua,5,I am a student and I work part-time,0.96,Good_situation,16 to 25 years old,0,0,Every day,0,Suburban/Peri-urban,There are enough,0,0,Female,0,1,1,0,0
1617,4901455848013824,Trujillo,10,"I work part-time, either as an employee or self-employed",0.97,Midium_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,0,1,1,1,0
1618,5322918170198016,Trujillo,7,None of the above,0.97,Better_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,0,1,0,0,1
1619,6246709532557312,Trujillo,9,"I work part-time, either as an employee or self-employed",0.97,Better_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Male,0,1,1,1,0
1622,4821757008805888,Zulia,5,I am a student,0.96,Bad_situation,16 to 25 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,0,Female,0,1,1,0,1
1624,6490000589062144,Zulia,6,"I do housework, fulfilling domestic tasks, looking after children",0.96,Midium_situation,26 to 35 years old,0,0,No,1,Rural,Irregularly,1,0,Female,0,1,1,1,0
1625,5479803577958400,Zulia,7,"I work part-time, either as an employee or self-employed",0.96,Better_situation,26 to 35 years old,0,0,No,1,Suburban/Peri-urban,There are enough,1,0,Female,0,1,1,1,0
1627,5468057110839296,Aragua,8,"I work part-time, either as an employee or self-employed",0.96,Better_situation,16 to 25 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,1,Female,0,1,1,1,1
1628,6191872061210624,Aragua,5,"I work part-time, either as an employee or self-employed",0.96,Better_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are not enough,1,0,Female,0,1,1,1,0
1631,6587852392759296,Miranda,9,I am unemployed,0.88,Better_situation,26 to 35 years old,1,0,No,0,City center or metropolitan area,There are enough,0,0,Male,0,1,1,0,0
1632,5088940968378368,Mérida,6,"I work part-time, either as an employee or self-employed",0.93,Better_situation,36 to 45 years old,0,1,No,0,Suburban/Peri-urban,Irregularly,0,0,Male,0,1,1,1,0
1633,4840442213695488,Mérida,1,"I work full-time, either as an employee or self-employed",0.93,Good_situation,36 to 45 years old,0,1,No,1,City center or metropolitan area,Irregularly,0,0,Female,0,1,1,0,0
1635,4972324687446016,Zulia,7,I am a student and I work part-time,0.96,Better_situation,16 to 25 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Male,0,1,1,0,0
1636,4938203789524992,Zulia,9,"I work part-time, either as an employee or self-employed",0.96,Good_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,1,Male,0,1,1,1,0
1637,5728046597537792,Zulia,9,"I work part-time, either as an employee or self-employed",0.96,Better_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,0,1,1,0,0
1641,6488664770347008,Zulia,5,I am a student,0.96,Good_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Male,0,1,1,0,0
1644,6641141142519808,Zulia,9,I am retired,0.96,Midium_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,0,1,1,0,0
1645,4626406461145088,Zulia,6,I am a student,0.96,Bad_situation,26 to 35 years old,0,1,No,0,Rural,There are not enough,0,0,Male,0,1,1,1,1
1646,6408783210479616,Zulia,7,I am unemployed,0.96,Midium_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,1,Male,0,1,1,1,0
1648,5235316540833792,Táchira,9,"I work full-time, either as an employee or self-employed",0.93,Good_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,0,0,0,1,0
1649,6182793708306432,Táchira,5,"I work full-time, either as an employee or self-employed",0.93,Midium_situation,26 to 35 years old,0,0,Every day,1,City center or metropolitan area,There are not enough,1,0,Male,0,0,0,0,0
1652,6677145584926720,Táchira,9,"I work part-time, either as an employee or self-employed",0.93,Bad_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,There are enough,0,0,Male,0,1,1,0,0
1654,6191222111862784,Táchira,5,I am a student and I work part-time,0.93,Better_situation,26 to 35 years old,0,0,No,0,Rural,There are not enough,0,0,Female,0,0,0,1,0
1656,5722134944153600,Mérida,10,"I work full-time, either as an employee or self-employed",0.93,Better_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,0,1,1,0,0
1657,5618644855029760,Aragua,1,None of the above,0.96,Bad_situation,16 to 25 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,0,1,0,0,1
1659,6052620899975168,Zulia,9,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,36 to 45 years old,0,0,Every day,0,City center or metropolitan area,There are enough,0,0,Female,0,1,1,0,0
1662,5505284763287552,Zulia,3,I am a student,0.96,Bad_situation,16 to 25 years old,0,0,3 days,0,Rural,There are enough,0,0,Male,0,1,1,1,0
1663,4592162904997888,Táchira,9,"I work full-time, either as an employee or self-employed",0.93,Good_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,0,Female,0,1,1,1,0
1664,5948278628941824,Táchira,10,"I work part-time, either as an employee or self-employed",0.93,Better_situation,16 to 25 years old,0,0,2 days,1,City center or metropolitan area,Irregularly,0,1,Female,0,1,0,1,0
1667,4973681897111552,Táchira,4,"I work part-time, either as an employee or self-employed",0.93,Bad_situation,36 to 45 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,0,Male,0,1,1,1,1
1669,6616820353335296,Táchira,9,"I work full-time, either as an employee or self-employed",0.93,Good_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,0,1,1,1,0
1670,5597310208966656,Táchira,5,"I do housework, fulfilling domestic tasks, looking after children",0.93,Midium_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,There are enough,0,0,Female,0,1,1,0,0
1671,5166776244764672,Táchira,10,"I do housework, fulfilling domestic tasks, looking after children",0.93,Midium_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,1,Female,0,0,0,1,0
1672,5667279370190848,Táchira,5,"I work full-time, either as an employee or self-employed",0.93,Midium_situation,26 to 35 years old,0,1,No,0,Rural,Irregularly,0,0,Female,0,1,1,1,1
1674,6349442646278144,Táchira,10,"I work full-time, either as an employee or self-employed",0.93,Good_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,0,1,1,1,0
1675,5704942223622144,Táchira,5,"I do housework, fulfilling domestic tasks, looking after children",0.93,Better_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,0,1,1,1,0
1676,5187782392938496,Táchira,10,"I work full-time, either as an employee or self-employed",0.93,Good_situation,36 to 45 years old,0,1,No,0,City center or metropolitan area,There are enough,0,0,Female,0,1,1,1,0
1682,5966504574320640,Zulia,8,"I work full-time, either as an employee or self-employed",0.96,Bad_situation,16 to 25 years old,0,0,No,0,Rural,Irregularly,0,1,Female,0,1,1,1,0
1683,5526207545475072,Sucre,5,I am a student,0.98,Midium_situation,16 to 25 years old,0,0,No,0,Rural,There are not enough,1,0,Female,0,1,1,0,0
1684,5848419867557888,Aragua,5,"I do housework, fulfilling domestic tasks, looking after children",0.96,Bad_situation,16 to 25 years old,0,1,No,1,Suburban/Peri-urban,There are enough,1,0,Female,0,0,0,1,0
1687,6583314709479424,Miranda,7,"I work full-time, either as an employee or self-employed",0.88,Midium_situation,16 to 25 years old,0,0,2 days,1,Rural,There are not enough,0,0,Male,0,1,1,0,0
1688,4640993730363392,Miranda,3,"I work full-time, either as an employee or self-employed",0.88,Better_situation,Over 45 years old,0,0,No,1,Suburban/Peri-urban,There are enough,0,0,Male,0,1,1,1,0
1690,5685146987790336,Zulia,10,"I do housework, fulfilling domestic tasks, looking after children",0.96,Midium_situation,36 to 45 years old,0,0,No,0,Rural,There are not enough,0,1,Female,0,1,1,1,1
1692,4558803357138944,Mérida,9,"I work full-time, either as an employee or self-employed",0.93,Better_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Male,0,1,1,1,0
1693,5290650416447488,Mérida,9,"I work part-time, either as an employee or self-employed",0.93,Good_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,0,1,1,0,0
1699,4531501827096576,Yaracuy,6,I am a student and I work part-time,0.99,Bad_situation,26 to 35 years old,0,1,Every day,0,Rural,There are enough,0,1,Male,0,1,1,1,0
1700,5253052574728192,Yaracuy,5,I am a student and I work part-time,0.99,Bad_situation,16 to 25 years old,0,0,No,0,Rural,There are enough,1,0,Male,0,1,1,0,0
1702,5748086646505472,Yaracuy,9,"I work part-time, either as an employee or self-employed",0.99,Bad_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,0,1,1,0,0
1703,5037733683920896,Aragua,3,I am a student,0.96,Bad_situation,16 to 25 years old,0,0,No,0,Rural,There are not enough,0,1,Male,0,0,0,1,1
1706,4760936983560192,Trujillo,8,I am a student,0.97,Midium_situation,16 to 25 years old,0,0,No,1,City center or metropolitan area,There are enough,1,0,Female,0,1,1,1,0
1707,5713143933435904,Mérida,9,"I work part-time, either as an employee or self-employed",0.93,Better_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,0,Female,0,1,1,1,0
1708,6518421629173760,Mérida,9,"I work full-time, either as an employee or self-employed",0.93,Better_situation,36 to 45 years old,0,1,No,1,City center or metropolitan area,Irregularly,0,0,Female,0,1,1,0,1
1711,5386805271855104,Cojedes,9,I am a student,0.97,Better_situation,26 to 35 years old,0,0,No,0,Rural,Irregularly,0,0,Female,0,1,1,1,0
1714,6106664876113920,Miranda,5,"I work full-time, either as an employee or self-employed",0.88,Better_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are enough,0,1,Female,0,1,1,1,1
1716,6064579363995648,Miranda,7,"I work part-time, either as an employee or self-employed",0.88,Good_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Male,0,1,1,0,0
1717,6683940474847232,Aragua,9,I am unemployed,0.96,Bad_situation,16 to 25 years old,0,1,No,0,Rural,There are not enough,0,0,Female,0,1,0,1,0
1720,5685880756109312,Táchira,9,"I do housework, fulfilling domestic tasks, looking after children",0.93,Better_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,0,1,1,1,0
1722,5475857392205824,Táchira,3,I am unemployed,0.93,Better_situation,36 to 45 years old,0,0,No,1,City center or metropolitan area,Irregularly,0,0,Female,0,1,1,1,1
1724,5769309287874560,Táchira,5,I am a student and I work part-time,0.93,Midium_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Female,0,0,0,0,0
1726,4599485488693248,Táchira,9,"I work part-time, either as an employee or self-employed",0.93,Bad_situation,26 to 35 years old,0,1,3 days,0,City center or metropolitan area,Irregularly,0,0,Female,0,1,1,1,0
1727,5194254170456064,Táchira,4,I am a student,0.93,Good_situation,16 to 25 years old,0,0,No,0,Rural,There are not enough,0,0,Male,0,1,1,1,0
1732,6573557869182976,Anzoátegui,9,I am unemployed,0.95,Good_situation,16 to 25 years old,0,0,Every day,0,City center or metropolitan area,There are enough,0,0,Female,0,1,1,0,0
1733,5105606179684352,Zulia,9,"I work full-time, either as an employee or self-employed",0.96,Midium_situation,36 to 45 years old,0,0,No,1,City center or metropolitan area,There are not enough,1,0,Male,0,1,1,1,1
1734,4814350153154560,Lara,9,"I work full-time, either as an employee or self-employed",0.95,Good_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,0,1,0,0,0
1735,6283680611041280,Lara,10,"I work part-time, either as an employee or self-employed",0.95,Bad_situation,26 to 35 years old,0,0,No,1,City center or metropolitan area,There are enough,1,0,Female,0,0,0,1,0
1736,5170986990436352,Lara,9,I am unemployed,0.95,Better_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,1,Female,0,1,1,1,0
1737,6231506086526976,Lara,4,"I work part-time, either as an employee or self-employed",0.95,Midium_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,0,1,1,1,0
1738,4900062131126272,Lara,9,"I work full-time, either as an employee or self-employed",0.95,Good_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Female,0,0,0,1,1
1741,6656131048144896,Lara,9,"I work part-time, either as an employee or self-employed",0.95,Better_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,1,Male,0,0,1,1,0
1743,5346399226167296,Lara,4,I am retired,0.95,Bad_situation,Over 45 years old,0,0,No,0,Rural,Irregularly,0,0,Female,0,1,1,1,0
1745,5118576913809408,Lara,9,"I work part-time, either as an employee or self-employed",0.95,Better_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Male,0,0,1,1,0
1746,6504076186746880,Lara,4,I am unemployed,0.95,Bad_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,There are enough,1,0,Male,0,0,1,0,0
1749,5578549389164544,Lara,5,I am a student,0.95,Bad_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,1,Male,0,1,0,1,0
1753,6402795271094272,Táchira,9,"I work part-time, either as an employee or self-employed",0.93,Midium_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,1,Female,0,1,1,0,0
1754,5747242601545728,Mérida,7,"I work full-time, either as an employee or self-employed",0.93,Better_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,0,1,0,0,0
1760,6200110043365376,Aragua,7,"I work full-time, either as an employee or self-employed",0.96,Better_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Male,0,1,1,1,0
1761,6215451481997312,Táchira,5,None of the above,0.93,Good_situation,26 to 35 years old,0,0,No,0,Rural,There are enough,0,0,Female,0,1,1,0,0
1763,6437912014225408,Aragua,5,None of the above,0.96,Midium_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Male,0,1,0,0,0
1764,6057277852483584,Aragua,10,"I work part-time, either as an employee or self-employed",0.96,Better_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,1,Female,0,1,0,1,0
1765,5580067525885952,Aragua,9,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,There are not enough,1,0,Female,0,1,1,0,0
1766,6635054435663872,Aragua,5,"I do housework, fulfilling domestic tasks, looking after children",0.96,Better_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,0,1,1,1,0
1767,5729792166199296,Aragua,9,"I work part-time, either as an employee or self-employed",0.96,Bad_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,1,Female,0,1,1,1,0
1769,5908537967640576,Miranda,4,"I work part-time, either as an employee or self-employed",0.88,Midium_situation,26 to 35 years old,0,0,1 day,1,Rural,There are not enough,0,0,Female,0,1,1,0,0
1770,5942110384816128,Miranda,7,I am a student and I work part-time,0.88,Bad_situation,26 to 35 years old,0,1,2 days,1,Suburban/Peri-urban,There are not enough,0,0,Male,0,1,1,1,1
1773,4925776603643904,Miranda,7,"I work part-time, either as an employee or self-employed",0.88,Midium_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,1,Female,0,1,1,1,0
1777,6250280797863936,Miranda,10,"I work full-time, either as an employee or self-employed",0.88,Midium_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,1,Female,0,1,1,1,0
1779,6388430501314560,Miranda,8,I am a student and I work part-time,0.88,Bad_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,1,Male,0,1,0,1,0
1782,5763926485893120,Miranda,8,"I work part-time, either as an employee or self-employed",0.88,Good_situation,36 to 45 years old,0,0,No,1,City center or metropolitan area,There are not enough,0,0,Male,0,1,1,0,0
